Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG
Date,,,,,,,,,,
2020-04-24,68.50320434570312,63.53074645996094,68.51288987249583,63.584872827696614,67.05794791639367,62.04789388185964,67.10636816246496,62.62990956897171,126161200,32792000
2020-04-27,68.55159759521484,63.360408782958984,68.88325472530434,64.36702430836527,67.77207922296293,63.018748885356715,68.21993307723596,64.35957558686549,117087600,32012000
2020-04-28,67.44043731689453,61.264251708984375,69.19556400981887,63.96476934334331,67.34845067537042,61.19125348198349,69.01399917951635,63.958813397277744,112004800,59026000
2020-04-29,69.6555404663086,66.61811065673828,70.12518879426327,67.53731921132398,68.72592933750241,65.81659644188422,68.92928107931384,66.61711799909568,137280800,75872000
2020-04-30,71.12499237060547,66.97466278076172,71.30171812959233,67.18124920579433,69.80562571918327,65.67505435232415,70.19538133730589,65.79374891131292,183064000,53378000
2020-05-01,69.97993469238281,65.58171844482422,72.38385146458401,67.1440254302461,69.2004159964793,65.10448494557178,69.29724910279991,65.97353790781796,240616800,41450000
2020-05-04,70.9700698852539,65.88910675048828,71.09837541785019,65.93182134473103,69.31419932975179,64.50855469707568,70.00414724151751,64.96692010522611,133568000,30080000
2020-05-05,72.03524017333984,67.0963363647461,72.86801811424831,68.23008020447531,71.2847707351164,66.4184800167768,71.43002407604543,66.44132629750841,147751200,33030000
2020-05-06,72.77845001220703,66.90713500976562,73.41029209502018,68.09004196319698,72.35237549978946,66.90664246970033,72.73729206539267,67.62175002419323,142333600,24308000
2020-05-07,73.5313491821289,68.16155242919922,73.8775384826827,68.41183856226588,73.102858748214,67.30292626177416,73.40546686513248,67.8328008735499,115215200,27952000
2020-05-08,75.28150939941406,68.94668579101562,75.33491288731747,69.46265563072474,73.86389829348582,68.30656553930811,74.19160117798899,68.68646549692158,133838400,27738000
2020-05-11,76.46610260009766,69.68611907958984,76.96129057605077,70.34510735075402,74.57999392969896,68.38958697310302,74.78875574566902,68.44560772016183,145946400,28242000
2020-05-12,75.59221649169922,68.31947326660156,77.60211807775983,70.26912866499187,75.47084560508229,68.27130284922856,77.15061452744153,69.87780938011281,162301200,27812000
2020-05-13,74.67950439453125,67.00794219970703,76.69426553932014,68.80325819749102,73.60173033825646,65.9685539119377,75.77184236444022,68.38452339406065,200622400,36252000
2020-05-14,75.13829803466797,67.34564208984375,75.19898348401253,67.40970261081927,73.19393386714296,65.74559153062619,73.91730709017112,66.29731219921227,158929200,32062000
2020-05-15,74.6940689086914,68.19284057617188,74.74019043820076,68.25690109642692,72.87350561087283,66.49495642044602,72.90749301488646,67.04122125427448,166348400,34154000
2020-05-18,76.4539566040039,68.7266845703125,76.82778105681554,69.14308552192315,75.32763848421635,67.25227724099612,76.01945410801251,67.62472846340052,135178400,36448000
2020-05-19,76.01216888427734,68.20748901367188,77.31811351260087,69.1269476897765,75.98061126581322,68.20748901367188,76.47094702256406,68.87850289322596,101729600,25612000
2020-05-20,77.49044799804688,69.85794067382812,77.56083776866723,70.04168842343,76.83261255175897,68.8910618188774,76.87145211894088,69.00676326589259,111504800,33108000
2020-05-21,76.9127426147461,69.66327667236328,77.89342158394717,70.29346275219423,76.67485297832786,69.19895535657272,77.3521046904153,69.92151164398065,102688800,27700000
2020-05-22,77.4079360961914,70.04168701171875,77.49046741917871,70.15788857398324,76.54862805066547,69.11850026676878,76.65057545816492,69.36084512261117,81803200,26188000
2020-05-26,76.88361358642578,70.36943054199219,78.70659948141834,71.56028614702075,76.82778030514494,70.1265931729172,78.52697291852887,71.37505322390662,125522000,41212000
2020-05-27,77.21856689453125,70.41015625,77.36421341169495,70.60383056180191,76.00000609697051,69.09167967012947,76.74037280593195,70.38086148536028,112945200,33716000
2020-05-28,77.25259399414062,70.35504913330078,78.51242479204967,71.55235349422617,76.61661153049658,69.3255948606554,76.89333338822178,69.36830187602924,133560800,33844000
2020-05-29,77.17730712890625,70.96039581298828,77.95650601708448,71.14165812703393,76.82047648532915,70.18719129549719,77.49529820628362,70.3654680591171,153532400,36418000
2020-06-01,78.12642669677734,71.10442352294922,78.24779756086807,71.4093361594686,77.00010152222838,70.41811813757194,77.13118412965547,70.4374863300952,80791200,24342000
2020-06-02,78.4881362915039,71.4719009399414,78.51241195418596,71.4912691316603,77.41764401588712,70.45932945206445,77.85943588986717,71.04134512872544,87642800,25562000
2020-06-03,78.92021942138672,71.33086395263672,79.18238473569964,71.83600546103794,78.23568571032708,71.00296109058361,78.80856025827174,71.42621213078971,104491200,25124000
2020-06-04,78.24053192138672,70.12908172607422,79.04157682827717,71.45897764007475,77.86670750782196,69.75911598090934,78.74300918140095,71.03388530151165,87560400,29686000
2020-06-05,80.46890258789062,71.4306869506836,80.5295880347895,71.76142383132131,78.46143067131722,69.82219499499713,78.49055850056602,70.17825601372202,137250400,34698000
2020-06-08,80.94466400146484,71.83888244628906,80.97865140314263,71.90741371017288,79.45423346951993,70.63362938256692,80.16546503775984,70.63362938256692,95654400,28084000
2020-06-09,83.50074768066406,72.3131332397461,83.89398820325025,72.90111235067747,80.59270571799298,71.67003511273231,80.62426333660154,71.77680263219906,147712400,28184000
2020-06-10,85.64899444580078,72.79434967041016,86.11748422497571,73.21194027519641,84.01048770475796,72.31860145267983,84.44984966046565,72.48098811657447,166651600,30504000
2020-06-11,81.5369644165039,69.71492004394531,85.21693078033901,72.22945817301579,81.43501701482725,69.62354250078923,84.79213265493966,71.63378782991101,201662400,39826000
2020-06-12,82.24091339111328,70.17874908447266,84.42558944538845,71.36165610250637,81.12915928074322,68.82998487354737,83.67794801073093,70.93904912586369,200146000,38928000
2020-06-15,83.25801849365234,70.50997924804688,83.91099461363045,70.75579461791511,80.73107513642306,68.92433371669215,80.89371542315325,69.06735219051745,138808800,30078000
2020-06-16,85.46452331542969,71.64570617675781,85.73640033379766,72.25652401081639,83.6779473563593,70.81041890754537,85.31402459590804,71.76985657427194,165428800,34184000
2020-06-17,85.3456039428711,72.06285858154297,86.27044977479446,72.50384109038218,85.2242330210135,71.08256740683144,86.20976431386566,71.8662062674768,114406400,30992000
2020-06-18,85.37956237792969,71.31000518798828,85.79707850372552,72.07726138513739,84.77027818647716,70.86555217884707,85.3018832364117,71.96552298583306,96820400,31638000
2020-06-19,84.89166259765625,71.09944915771484,86.55201562081369,71.89798545037623,83.78233079369242,70.58447197958613,86.0859555132038,71.70927440074308,264476000,63158000
2020-06-22,87.11275482177734,72.09960174560547,87.25597160509083,72.14379395313874,85.23878769520459,70.67683544268125,85.28490923314024,70.96436516059104,135445200,30848000
2020-06-23,88.97213745117188,72.72283935546875,90.39217823600704,73.2954740398959,87.93805517776225,71.77085787242056,88.35800109154899,72.28732025413952,212155600,28596000
2020-06-24,87.40160369873047,71.11186218261719,89.520742080351,73.26959673401689,87.02777928766403,71.00161656714448,88.60074867063001,72.57882069771837,192623200,35120000
2020-06-25,88.5619125366211,71.5766830444336,88.60075211142514,71.6546483512698,86.79718241483171,70.51743391312633,87.55696539217314,71.00907227184344,137522400,24610000
2020-06-26,85.84078216552734,67.53285217285156,88.67843434218518,71.1853547034498,85.6927058184488,67.14004013783271,88.45753841975109,71.08305792934624,205256800,85354000
2020-06-29,87.8191146850586,69.2744369506836,87.9137875283765,69.30572461242006,85.27032617462565,66.89274042358561,85.74852774385108,67.44743906783222,130646000,36204000
2020-06-30,88.55216979980469,70.20010375976562,88.83861063775058,70.45039748370317,87.38701259502653,68.72768165104351,87.40642867168768,69.0494846200175,140223200,40848000
