Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG
Date,,,,,,,,,,
2019-10-21,57.912479400634766,61.884010314941406,58.02806140135289,62.30507902592307,57.144361354728126,61.608396262066,57.19251868460963,62.187433937520645,87247200,20544000
2019-10-22,57.780052185058594,61.7176513671875,58.31942020062354,62.10500004115205,57.69818067626545,61.64713478281577,58.068999861135396,61.96843762082674,82293600,20476000
2019-10-23,58.55540084838867,62.52859878540039,58.56985135699846,62.56633871901766,58.083453777214395,61.69579692529151,58.295350480124185,61.69579692529151,75828800,18230000
2019-10-24,58.65171432495117,62.6209716796875,58.94547884804368,62.77045002072806,58.225514373551526,62.259693520614114,58.87564758849574,62.61650093114042,69275200,20562000
2019-10-25,59.374088287353516,62.826560974121094,59.410205372219664,63.04854120105886,58.48316467701797,62.075698809640514,58.55058568488102,62.12635087152809,73477200,24262000
2019-10-28,59.96883010864258,64.06160736083984,60.01698743795163,64.52394333613366,59.407788220478835,63.19453986306935,59.576340710144855,63.33905111269777,96572800,52264000
2019-10-29,58.58188247680664,62.7019157409668,60.137389750244175,63.64396682372008,58.40851680551002,62.433352584353166,59.949573571684454,63.37779059206365,142839600,37728000
2019-10-30,58.57466506958008,62.6358642578125,59.06587949018438,63.036621368689126,58.0810477421058,62.174520931289194,58.9358506306605,62.222691348757266,124522000,28178000
2019-10-31,59.89900207519531,62.5772705078125,59.997726993790906,62.95269971367393,57.1299132382609,62.11706757623557,59.533003413454296,62.635371293682766,139162000,29114000
2019-11-01,61.598995208740234,63.2541389465332,61.62547862266393,63.29783861878018,59.99533043692069,62.596639603541234,60.08682828055856,62.82010883091002,151125200,33402000
2019-11-04,62.003517150878906,64.12963104248047,62.08779524580024,64.26669355514382,61.49304276793399,63.383986119266304,61.96257955677247,63.38870313685437,103272000,30020000
2019-11-05,61.91442108154297,64.16241455078125,62.16965825317563,64.50507084887559,61.71938149469798,64.12263247282912,61.895153739341644,64.2051215586552,79897600,25654000
2019-11-06,61.94091796875,64.15099334716797,62.001115566635455,64.24684164220056,61.49064111230113,63.689157479854565,61.827746190791764,64.03479178148491,75864400,23060000
2019-11-07,62.6557731628418,64.99820709228516,62.87796856916451,65.7371460746189,62.33697394218692,64.27242271964337,62.48912845069941,64.27415797633661,94940400,40600000
2019-11-08,62.8272705078125,65.12284088134766,62.89972154631713,65.45209253183815,62.03268972367529,64.77497121734183,62.477073290771905,64.82041371919429,69986400,25028000
2019-11-11,63.32479476928711,64.51799011230469,63.39000071163937,64.8772791475001,62.37805932211968,64.42959053654617,62.38288693512304,64.71612761504201,81821200,20238000
2019-11-12,63.266815185546875,64.49861907958984,63.467275330366334,65.05481045407937,63.01564668730592,64.3481443069112,63.16779385877103,64.55820884755968,87388800,21718000
2019-11-13,63.873008728027344,64.45889282226562,63.94787724496436,64.77174669514169,63.051865162318514,64.2359161452668,63.06635536750636,64.26372571519087,102734400,16534000
2019-11-14,63.4310417175293,65.12730407714844,63.97202902364749,65.40242175656063,63.30062250251893,64.34218018921344,63.69911787962917,64.43405026234517,89182800,23870000
2019-11-15,64.18455505371094,66.28986358642578,64.18938266471842,66.29036370404955,63.5203937054578,65.26735794955577,63.68220343379087,65.49877601364408,100206400,35652000
2019-11-18,64.50818634033203,65.58617401123047,64.5878824646566,66.32258195695339,63.81504453731903,65.4272578691305,64.194214713577,66.15825545220515,86703200,29748000
2019-11-19,64.31258392333984,65.32596588134766,64.72556963603644,65.93380584039859,64.09522340983646,65.1938666242651,64.70141683000237,65.93380584039859,76167200,25384000
2019-11-20,63.56388473510742,64.70967102050781,64.261854325427,65.30311359879565,62.89006057798025,64.11872145269366,64.13144245274498,65.14121946879514,106234400,26172000
2019-11-21,63.27889633178711,64.625244140625,63.76192288782129,65.18342838031033,63.07843618360873,64.210586063109,63.684636869959746,64.63170020367174,121395200,19910000
2019-11-22,63.223358154296875,64.32679748535156,63.56147533644984,64.99174934852405,62.996335038336646,64.13163794395689,63.418983358628296,64.83730392927706,65325200,27714000
2019-11-25,64.33189392089844,64.89044189453125,64.34880162010587,65.1198670598301,63.40206627969878,64.46534950267933,63.44795439446141,64.51749055240094,84020400,20724000
2019-11-26,63.82955551147461,65.2311019897461,64.52269754003164,65.2931771906439,63.39724461779706,64.81098048542756,64.46956431639305,65.0478543599473,105207600,21394000
2019-11-27,64.68690490722656,65.20328521728516,64.72072029840388,65.46996152390618,64.07587670871466,65.0364278231501,64.14108262975775,65.30310412977113,65235600,19912000
2019-11-29,64.54441833496094,64.80452728271484,64.72555327883829,65.06499004817489,64.21837396190178,64.75536420639608,64.38743619101386,64.91179493197015,46617600,11740000
2019-12-02,63.798133850097656,64.0576400756836,64.78592204737872,64.84772739422539,63.62666152553849,63.614672267390304,64.54923643557694,64.60787553415649,94487200,30218000
2019-12-03,62.66061782836914,64.32380676269531,62.67993564606166,64.48177570670812,61.897435047519316,63.515340241896794,62.385289176052545,63.54364613676703,114430400,22876000
2019-12-04,63.213706970214844,65.5782241821289,63.59288472920148,65.83943709304285,62.95770338819405,64.80004885472384,63.051897140086304,64.90632383370875,67181600,30750000
2019-12-05,64.14109802246094,65.95515441894531,64.21597392512254,66.01613845735184,63.4527910239609,65.37462395791142,63.70879452854286,65.94869835523727,74424400,24254000
2019-12-06,65.38005828857422,66.57540130615234,65.45009920383288,66.74325137232466,64.55649711525137,66.21884020896762,64.5999751073708,66.21884020896762,106075600,26296000
2019-12-09,64.4647216796875,66.72140502929688,65.40178692394231,67.51050720359544,63.97927767550627,66.43734582643977,65.20857926686702,66.44727998001156,128042400,27086000
2019-12-10,64.84148406982422,66.77603912353516,65.22548927689962,67.03997999056595,64.20871312410253,66.34796874399038,64.87046448237331,66.61910827385073,90420400,21882000
2019-12-11,65.39453887939453,66.79390716552734,65.47424237789252,67.1008050719177,64.84630646504499,66.67720548763499,64.9211749815738,67.08292965745449,78756800,17008000
2019-12-12,65.56117248535156,67.05462646484375,65.82683848460604,67.32800894278013,64.56131165048225,66.56945175179673,64.67240566093483,66.83959862027363,137310400,25620000
2019-12-13,66.45237731933594,66.93346405029297,66.48860283714761,67.19482098224645,65.43319098596562,66.73680415481331,65.56119272916709,66.93941999672872,133587600,30992000
2019-12-16,67.58990478515625,67.59593200683594,67.81451774298293,67.77023816325757,66.8943527115529,67.17381755438957,66.89918032393605,67.36401381253778,128186000,27946000
2019-12-17,67.7227554321289,67.29548645019531,68.05121003129551,67.78613220441049,67.33391512856026,67.10692692976457,67.5198851143374,67.6813499729157,114158400,37080000
2019-12-18,67.56092834472656,67.17131805419922,68.08259795841981,67.56115210390251,67.41119127763334,67.09087490465114,67.57541855312907,67.36897057047766,116028400,30452000
2019-12-19,67.6285400390625,67.3411636352539,67.90869630356615,67.44346041005927,67.3701264537908,66.99080854785383,67.50295579789868,67.13159922014151,98369200,29398000
2019-12-20,67.48845672607422,67.02085876464844,68.26371212084373,67.71858344404939,67.27592390710218,66.99155641951448,68.16228069295175,67.7041861190547,275978000,66300000
2019-12-23,68.58976745605469,66.98361206054688,68.65014577247727,67.52788396295335,67.71307312233479,66.86790303817719,67.75171612929323,67.33272444290547,98572000,17662000
2019-12-24,68.65497589111328,66.72140502929688,68.80472031244457,67.05412718733173,68.32893886684734,66.68266865015195,68.75641470938284,66.96672785300906,48478800,6950000
2019-12-26,70.01712036132812,67.55767059326172,70.03402806090413,67.60371171533289,68.7588381558722,66.76659076080833,68.78781857205915,66.85101211383582,93121200,13350000
2019-12-27,69.99055480957031,67.13507843017578,70.99766856272544,67.76278667677775,69.5848142146537,67.00695738628835,70.30935415003394,67.68630656700985,146266000,20768000
2019-12-30,70.40596771240234,66.35292053222656,70.6885415691552,67.19019307204604,68.88443658638586,66.24763821220691,69.90845081111303,67.04121108745511,144114400,21018000
2019-12-31,70.9203872680664,66.3966293334961,70.92763237308777,66.44529987002558,69.92293604451447,66.00257454427881,70.0219573934077,66.05348045497554,100805600,19236000
2020-01-02,72.53850555419922,67.90380859375,72.59888386623527,67.94204485352648,71.29229630932706,66.62158297705967,71.54588227171874,66.62158297705967,135480400,28132000
2020-01-03,71.83329772949219,67.5705795288086,72.59406313642577,68.15855857727423,71.60869213351766,66.81991832051938,71.76567430155144,66.93493018981007,146322800,23728000
2020-01-06,72.40567779541016,69.23670196533203,72.44432080433776,69.35041810666512,70.7030121336898,67.04122344136731,70.95418800651902,67.04122344136731,118387200,34646000
2020-01-07,72.06514739990234,69.19348907470703,72.67134068922641,69.67270781341017,71.84536944211234,69.04649239035008,72.41533721540509,69.42192915117019,108872000,30054000
2020-01-08,73.22440338134766,69.73876953125,73.5262949460089,70.09930131527037,71.76807876823776,69.06934689950678,71.76807876823776,69.13092199097464,132079200,30560000
2020-01-09,74.7797622680664,70.50898742675781,74.97296995476395,70.88143863523739,73.95137344000949,70.03423186106627,74.20254195863613,70.54573849204765,170108400,30018000
2020-01-10,74.94879913330078,71.00062561035156,75.51394659034878,71.25880752665975,74.44645484641248,70.43549273531444,75.01401242394427,70.89285784756291,140644800,36414000
2020-01-13,76.550048828125,71.47239685058594,76.57661912211044,71.5364573682517,75.14685723047293,70.81638653642962,75.26520375211625,71.31845156114929,121532000,33046000
2020-01-14,75.51634979248047,71.05773162841797,76.69735294372674,71.60001823554667,75.39318306552475,70.93308868283479,76.4872376273451,71.46147050516532,161954400,31178000
2020-01-15,75.19273376464844,71.47090911865234,76.19742976100052,71.5799120298953,74.76042298692015,71.02446320125914,75.31590787968373,71.02446320125914,121923600,25654000
2020-01-16,76.1346664428711,72.0916519165039,76.24576789106787,72.10605681797274,75.37390086098026,71.55631394755552,75.73617088763328,71.88010218520081,108829200,23474000
2020-01-17,76.97752380371094,73.51641082763672,76.97993392443253,73.5613532153852,76.07667669301796,72.41544735720358,76.38339587903954,72.64835061632296,137816400,47924000
2020-01-21,76.45584869384766,73.71554565429688,77.04755171377299,74.08551143622914,76.31818437718287,73.06002787895284,76.60558572443774,73.45334005966713,110843200,40734000
2020-01-22,76.72876739501953,73.79251861572266,77.28182746630861,74.64984900063922,76.63457368368562,73.74186276485368,76.94129287751667,74.04330485960594,101832400,32216000
2020-01-23,77.09828186035156,73.82728576660156,77.17797799443389,74.26777576285404,76.23366024847726,73.60133866938567,76.78190007438859,73.87645642572805,104472000,27024000
2020-01-24,76.8760986328125,72.83706665039062,78.08849275649891,74.26653171820506,76.68530106036428,72.76455716837988,77.34463502870749,74.1719261290208,146537600,35692000
2020-01-27,74.61554718017578,71.20770263671875,75.29660917774545,71.41478920034972,73.63258614594737,70.57701648729619,74.8836234420188,71.06369150781515,161940000,35104000
2020-01-28,76.72634887695312,72.13436126708984,76.89782122944564,72.30519688737174,75.39802593452413,71.13668730667496,75.49704725649863,71.65961328386072,162234000,31548000
2020-01-29,78.3324203491211,72.4358139038086,79.1801343637196,72.77349940796584,77.6175430675433,71.84534923411006,78.35899064388555,72.4442552836585,216229200,21554000
2020-01-30,78.21891784667969,72.29725646972656,78.27205107194843,72.36876571507501,76.98237082631806,71.33186271367244,77.4146817332591,71.50865430032334,126743200,26788000
2020-01-31,74.75077819824219,71.2240982055664,77.93150399168975,73.00689625279898,74.4561316996704,70.941031637002,77.50885574859744,72.9458137062416,199588400,48344000
2020-02-03,74.54549407958984,73.7920150756836,75.71200004458515,73.99363823460793,72.99014787932889,72.45367770699539,73.49249228699044,72.60315224220815,173788400,60736000
2020-02-04,77.00650787353516,71.86172485351562,77.19730542119127,72.9756003128433,75.74580830506335,70.83028543793051,76.151548831137,72.35832643111584,136616400,78660000
2020-02-05,77.63442993164062,71.91932678222656,78.43383812507085,72.69452412126299,77.03064686286258,71.04183267404593,78.13435671108577,72.62400754839958,118826800,39724000
2020-02-06,78.54253387451172,73.30982208251953,78.544951365906,73.5963591584658,77.34704752803583,71.98588197112542,77.90494263047137,72.02362569501838,105425600,33588000
2020-02-07,77.47491455078125,73.45880889892578,78.29074458151754,73.78706035093559,76.98347942731122,72.81918117631908,78.04139587134095,72.86635893989194,117684000,23446000
2020-02-10,77.84290313720703,74.9212875366211,77.84290313720703,74.96200923112285,75.97884171109904,73.21496973059205,76.05872699723375,73.21496973059205,109348800,28398000
2020-02-11,77.37325286865234,74.9267578125,78.41180589004748,75.96167544925687,77.15537652396827,74.77022857534816,78.33918290445037,75.0767324778294,94323200,26892000
2020-02-12,79.21070098876953,75.39752960205078,79.21554005883662,75.51795943123352,77.82354276759801,74.89298673750011,77.82354276759801,75.20931868546857,113730400,23352000
2020-02-13,78.64663696289062,75.21826171875,78.97345520254548,75.84000639352533,78.27866815708352,74.71868213211165,78.48201992249481,75.12042810921417,94747600,18590000
2020-02-14,78.66598510742188,75.52019500732422,78.91533382442148,75.52019500732422,78.1576021480164,74.85474309784867,78.61514163995746,75.26493802395396,80113600,23956000
2020-02-18,77.2255859375,75.46705627441406,77.40715079471983,76.06099138957565,76.16282276038466,75.11546602411893,76.34438761760448,75.23514568129174,152531200,22414000
2020-02-19,78.34400177001953,75.81566619873047,78.57398681158733,76.08462334671637,77.46765015965101,75.55296051992494,77.46765015965101,75.73521547353279,93984000,18986000
2020-02-20,77.54027557373047,75.3915786743164,78.59335295390206,75.96217498532641,77.0343158542038,74.82893120236896,78.1043410564765,75.5827675764969,100566000,21932000
2020-02-21,75.78516387939453,73.75080108642578,77.57660960627356,75.09683723926696,75.1678463572217,73.51889050316402,77.13358724414647,74.8890080751722,129554000,34634000
2020-02-24,72.18534851074219,70.59638977050781,73.63786746473984,71.36016787022542,70.01867883709842,70.0898615612343,71.9626330750162,70.82085164728578,222195200,57342000
2020-02-25,69.74024200439453,68.95065307617188,73.23839319592834,71.41826363554055,69.26817799000496,68.65021121542527,72.85589996123826,71.16301421993741,230673600,49566000
2020-02-26,70.84660339355469,69.18553924560547,72.11271828103145,70.3038930958197,69.35777309270347,68.48135853104596,69.36503539122887,69.33253592785813,198054800,44048000
2020-02-27,66.21548461914062,65.45655822753906,69.23672624207228,68.11903246273422,66.07991679515257,65.41086567042386,68.05050408823062,67.64010929733583,320605600,59566000
2020-02-28,66.1767578125,66.5113525390625,67.3992989911438,66.60123732244033,62.0637108077199,63.11807314836408,62.27917132496963,63.44086500005184,426510000,75782000
2020-03-02,72.33785247802734,68.98342895507812,72.97454103190371,69.07083587619785,67.23225006740749,65.88985288324025,68.33616370279057,67.12117278391376,341397200,48630000
2020-03-03,70.04047393798828,66.61363983154297,73.59430228856515,70.0282680666189,69.18832465692095,66.14732569682266,73.51441698741223,69.49541556733338,319475600,48046000
2020-03-04,73.28926849365234,68.85481262207031,73.44904647858813,68.93278551165616,70.96282065269989,66.69907060737945,71.76412641873794,67.4995922737942,219178400,38266000
2020-03-05,70.91197204589844,65.50373840332031,72.51699913623247,67.48368866451997,70.54641911205819,64.81146961605289,71.54139095760931,67.05114759625229,187572800,51226000
2020-03-06,69.9702377319336,64.479248046875,70.40357449268282,64.86708921670449,68.08196660960988,62.62394449639975,68.26837049351515,63.41900260284171,226176800,53212000
2020-03-09,64.43612670898438,60.364906311035156,67.32179184938266,62.31158374927824,63.66870973263842,59.59219431268793,63.850274494233396,59.85539256469915,286744800,67308000
2020-03-10,69.07694244384766,63.584373474121094,69.34323899980069,63.622117196478875,65.21082178320125,60.52431311858821,67.0918381105168,62.571802076565305,285290000,52228000
2020-03-11,66.67787170410156,60.35745620727539,68.0795543718944,62.6194766827972,65.81362127140751,59.397029637217365,67.15236648355659,62.060303545096545,255598800,52170000
2020-03-12,60.093116760253906,55.366607666015625,65.36333966293708,59.287775749531086,60.03743791262368,55.28665705134688,61.95960486263178,55.91733941644847,418474000,84534000
2020-03-13,67.29277038574219,60.571990966796875,67.76484191547881,60.57347995332645,61.235766409905956,55.47750501442033,64.12628289000264,58.549333478932624,370732000,74002000
2020-03-16,58.63576126098633,53.84800720214844,62.719754836954735,57.221770486043276,58.10074857584745,53.35686894783238,58.572816419236986,54.42754124919339,322423600,85048000
2020-03-17,61.2139778137207,55.60945129394531,62.36388471818226,56.15869029332871,57.71340624039025,52.44162684986951,59.91881387267281,54.284018412682315,324056000,77230000
2020-03-18,59.71546173095703,54.46726989746094,60.52161001969285,54.94897411100852,57.403535489415574,51.51149510698408,58.04506677199188,52.46646215459377,300233600,84668000
2020-03-19,59.25791931152344,55.38548278808594,61.20913545401907,57.50497742074177,58.732592172693536,52.645137610709675,59.88976507646557,54.28104124933974,271857200,73022000
2020-03-20,55.49590301513672,53.2515869140625,60.96463541715743,56.81073069227061,55.195714466288855,52.91240866884166,59.83893112943769,56.40003941808992,401693200,72036000
2020-03-23,54.316925048828125,52.471923828125,55.316743075092525,53.20192884609394,51.46999027990408,50.332363822196605,55.215067229125104,52.70532720543696,336752800,80882000
2020-03-24,59.76630783081055,56.337467193603516,59.96239727698541,56.364284105537784,56.72085964919753,54.160364348778806,57.21955717748085,54.81339669421403,287531200,66890000
2020-03-25,59.43705749511719,54.74983215332031,62.51881651598571,57.05455969067583,59.14171177404684,53.93143138205992,60.70316840806745,55.94068413874498,303602000,81630000
2020-03-26,62.5648193359375,57.69269561767578,62.62291771666115,58.100901458540704,59.64041473526395,54.30487622162832,59.6791494517103,55.21216912318002,252087200,71434000
2020-03-27,59.9744987487793,55.15803909301758,61.94265908510833,57.1424602930449,59.80745850642363,54.9196724328834,61.18735053944383,55.90095622093427,204216800,64170000
2020-03-30,61.68605041503906,56.95126724243164,61.85793342734731,57.190134018651946,60.376361777058186,54.451376356117265,60.700760441559225,55.8696682045626,167976400,51482000
2020-03-31,61.56016540527344,57.74533462524414,63.54527367451045,58.366086677430644,61.005789027148815,56.52022073924125,61.87730177654374,56.97510802494447,197002000,49728000
2020-04-01,58.321041107177734,54.905269622802734,60.211735481582174,56.10059242596996,57.89012756934183,54.499549198520704,59.67430332649324,55.71870336433194,176218400,46884000
2020-04-02,59.29424285888672,55.661094665527344,59.34750218277398,55.96004753136843,57.35028861884206,54.447400209617925,58.18306674441,54.53976662386721,165934000,39298000
2020-04-03,58.44209289550781,54.52090072631836,59.48064217824671,55.795177659080736,57.85140134510496,53.62354197540714,58.77859292542469,55.570465724724194,129880000,46268000
2020-04-06,63.54045104980469,58.94264221191406,63.695382585410265,59.32701290979929,60.37153929729369,56.16266645797611,60.73950815876463,56.513267850486756,201820400,53294000
2020-04-07,62.804473876953125,58.92228317260742,65.77487877567722,60.833702448664546,62.70037849655841,58.70973696814291,65.55699510224918,60.635061029853695,202887200,47746000
2020-04-08,64.41194915771484,60.10270309448242,64.72665861508077,60.539214843926615,63.240251523791564,59.00422126942858,63.605797071493534,59.91498849334528,168895200,39502000
2020-04-09,64.87673950195312,60.16080093383789,65.38028340961694,60.86200368668178,64.0802804727914,59.43005335532061,65.04862618518483,60.78800901556082,161834800,43508000
2020-04-13,66.15011596679688,60.4642219543457,66.25905781375604,60.610722303827366,64.353831433513,58.97630777048373,64.95420843019932,60.04807109220571,131022800,34796000
2020-04-14,69.49089813232422,63.0301628112793,69.78140476734453,63.667801353662334,67.31212053334382,61.426141773587794,67.78419196827916,61.83136961663061,194994800,49408000
2020-04-15,68.85665893554688,62.69446563720703,69.31662179135925,63.587853741292676,67.93673322392213,61.59846549641983,68.36522365380796,61.857193000997036,131154400,33434000
2020-04-16,69.40377044677734,62.7441291809082,69.76932337939922,63.51535224599527,68.35311605698439,61.708715187921946,69.57081070155868,63.27201849661443,157125200,50362000
2020-04-17,68.46205139160156,63.72640609741211,69.46671616167201,64.28160487051998,67.02405715552152,63.129492966991336,68.91959837030558,63.80586418111476,215250000,38980000
2020-04-20,67.04100799560547,62.90005874633789,68.19091879039594,63.644464840523256,67.02164432762936,62.639838469354636,67.28794093663315,63.1180645519,130015200,33910000
2020-04-21,64.9687271118164,60.40364456176758,67.11845556313274,62.287254198245144,64.25699249245112,60.0743966777643,66.88363145554771,61.92622232442697,180991600,43060000
2020-04-22,66.84007263183594,62.7312126159668,67.27582530173389,63.84374694238709,65.89593692179542,61.677919492134386,66.23727232674312,61.8537184049048,116862400,41848000
2020-04-23,66.5810546875,63.38175964355469,68.20787638244808,64.22598088095572,66.54231995810906,62.85337782412955,66.78440647588174,63.14537830328555,124814400,31324000
